stars_join,reg_date,crawl_date,view_cnt,stars,title,webtoon_id,author,ep_id
264,2014.11.22,2015.07.27,16048,9.76,스피너즈,640837,cd_rom03,2
224,2014.11.29,2015.07.27,12422,9.79,스피너즈,640837,cd_rom03,3
220,2014.12.06,2015.07.27,11466,9.75,스피너즈,640837,cd_rom03,4
235,2014.12.13,2015.07.27,11981,9.76,스피너즈,640837,cd_rom03,5
214,2014.12.20,2015.07.27,10843,9.74,스피너즈,640837,cd_rom03,6
213,2014.12.27,2015.07.27,10881,9.74,스피너즈,640837,cd_rom03,7
169,2015.01.03,2015.07.27,7312,9.67,스피너즈,640837,cd_rom03,8
191,2015.01.10,2015.07.27,6127,9.70,스피너즈,640837,cd_rom03,9
213,2015.01.18,2015.07.27,10827,9.69,스피너즈,640837,cd_rom03,10
211,2015.01.26,2015.07.27,11523,9.73,스피너즈,640837,cd_rom03,11
212,2015.02.04,2015.07.27,10615,9.65,스피너즈,640837,cd_rom03,12
205,2015.02.13,2015.07.27,13028,9.51,스피너즈,640837,cd_rom03,13
232,2015.02.27,2015.07.27,10110,9.72,스피너즈,640837,cd_rom03,14
237,2015.03.08,2015.07.27,10362,9.69,스피너즈,640837,cd_rom03,15
215,2015.03.19,2015.07.27,10910,9.61,스피너즈,640837,cd_rom03,16
205,2015.03.28,2015.07.27,9554,9.63,스피너즈,640837,cd_rom03,17
203,2015.04.06,2015.07.27,9948,9.75,스피너즈,640837,cd_rom03,18
184,2015.04.16,2015.07.27,7023,9.65,스피너즈,640837,cd_rom03,19
204,2015.04.22,2015.07.27,8822,9.76,스피너즈,640837,cd_rom03,21
202,2015.05.02,2015.07.27,7966,9.50,스피너즈,640837,cd_rom03,22
167,2015.05.14,2015.07.27,6990,9.66,스피너즈,640837,cd_rom03,23
151,2015.05.22,2015.07.27,5303,9.70,스피너즈,640837,cd_rom03,24
170,2015.05.30,2015.07.27,6405,9.66,스피너즈,640837,cd_rom03,25
220,2015.06.07,2015.07.27,6400,9.93,스피너즈,640837,cd_rom03,26
192,2015.06.17,2015.07.27,6610,9.85,스피너즈,640837,cd_rom03,27
160,2015.06.26,2015.07.27,5674,9.88,스피너즈,640837,cd_rom03,28
164,2015.07.07,2015.07.27,5954,9.92,스피너즈,640837,cd_rom03,29
99,2015.07.15,2015.07.27,2927,9.88,스피너즈,640837,cd_rom03,30
147,2015.07.18,2015.07.27,6145,9.92,스피너즈,640837,cd_rom03,31
7,2015.07.27,2015.07.27,64,10.00,스피너즈,640837,cd_rom03,32
284,2014.06.02,2015.07.27,19317,9.86,송양 게스트 하우스,602595,euissom24,6
282,2014.06.03,2015.07.27,15916,9.84,송양 게스트 하우스,602595,euissom24,7
277,2014.06.15,2015.07.27,14017,9.87,송양 게스트 하우스,602595,euissom24,8
275,2014.06.19,2015.07.27,13484,9.92,송양 게스트 하우스,602595,euissom24,9
250,2014.08.28,2015.07.27,12537,9.91,송양 게스트 하우스,602595,euissom24,10
322,2014.09.06,2015.07.27,12274,9.93,송양 게스트 하우스,602595,euissom24,11
245,2014.10.26,2015.07.27,10800,9.81,송양 게스트 하우스,602595,euissom24,12
229,2014.11.18,2015.07.27,10646,9.79,송양 게스트 하우스,602595,euissom24,13
232,2014.11.19,2015.07.27,10680,9.84,송양 게스트 하우스,602595,euissom24,14
213,2014.11.26,2015.07.27,10128,9.92,송양 게스트 하우스,602595,euissom24,15
239,2014.12.03,2015.07.27,9444,9.92,송양 게스트 하우스,602595,euissom24,16
224,2014.12.06,2015.07.27,9355,9.88,송양 게스트 하우스,602595,euissom24,17
191,2014.12.10,2015.07.27,9174,9.91,송양 게스트 하우스,602595,euissom24,18
200,2015.01.01,2015.07.27,8526,9.91,송양 게스트 하우스,602595,euissom24,19
209,2015.01.04,2015.07.27,8800,9.91,송양 게스트 하우스,602595,euissom24,20
209,2015.01.06,2015.07.27,8040,9.95,송양 게스트 하우스,602595,euissom24,21
199,2015.01.11,2015.07.27,8119,9.91,송양 게스트 하우스,602595,euissom24,22
187,2015.01.18,2015.07.27,7769,9.95,송양 게스트 하우스,602595,euissom24,23
185,2015.01.24,2015.07.27,7364,9.95,송양 게스트 하우스,602595,euissom24,24
185,2015.02.01,2015.07.27,7087,9.95,송양 게스트 하우스,602595,euissom24,25
201,2015.02.08,2015.07.27,7667,9.91,송양 게스트 하우스,602595,euissom24,26
193,2015.02.17,2015.07.27,6332,9.84,송양 게스트 하우스,602595,euissom24,27
189,2015.02.22,2015.07.27,6742,9.76,송양 게스트 하우스,602595,euissom24,28
211,2015.02.27,2015.07.27,5633,9.87,송양 게스트 하우스,602595,euissom24,29
211,2015.03.05,2015.07.27,5793,9.67,송양 게스트 하우스,602595,euissom24,30
240,2015.03.12,2015.07.27,5566,9.85,송양 게스트 하우스,602595,euissom24,31
203,2015.03.17,2015.07.27,5350,9.87,송양 게스트 하우스,602595,euissom24,32
177,2015.03.24,2015.07.27,5050,10.00,송양 게스트 하우스,602595,euissom24,33
169,2015.04.11,2015.07.27,4562,9.84,송양 게스트 하우스,602595,euissom24,34
167,2015.04.18,2015.07.27,3876,9.95,송양 게스트 하우스,602595,euissom24,35
142,2015.04.24,2015.07.27,3394,9.87,송양 게스트 하우스,602595,euissom24,36
166,2015.05.03,2015.07.27,3631,9.89,송양 게스트 하우스,602595,euissom24,37
138,2015.05.17,2015.07.27,2804,9.93,송양 게스트 하우스,602595,euissom24,38
17,2015.07.27,2015.07.27,213,9.47,송양 게스트 하우스,602595,euissom24,39
3081,2015.01.06,2015.07.27,225627,9.83,하나밖에 안 보여!,644886,bbang_kong,2
3165,2015.01.08,2015.07.27,200976,9.86,하나밖에 안 보여!,644886,bbang_kong,3
3148,2015.01.11,2015.07.27,193449,9.87,하나밖에 안 보여!,644886,bbang_kong,4
2984,2015.01.13,2015.07.27,188328,9.87,하나밖에 안 보여!,644886,bbang_kong,5
3070,2015.01.17,2015.07.27,183731,9.87,하나밖에 안 보여!,644886,bbang_kong,6
3020,2015.01.20,2015.07.27,179953,9.87,하나밖에 안 보여!,644886,bbang_kong,7
3107,2015.01.24,2015.07.27,180309,9.88,하나밖에 안 보여!,644886,bbang_kong,8
2941,2015.01.28,2015.07.27,177106,9.87,하나밖에 안 보여!,644886,bbang_kong,9
3141,2015.01.31,2015.07.27,176944,9.88,하나밖에 안 보여!,644886,bbang_kong,10
3330,2015.02.04,2015.07.27,169512,9.89,하나밖에 안 보여!,644886,bbang_kong,11
3933,2015.02.07,2015.07.27,170389,9.89,하나밖에 안 보여!,644886,bbang_kong,12
3418,2015.02.18,2015.07.27,148339,9.89,하나밖에 안 보여!,644886,bbang_kong,14
2679,2015.02.21,2015.07.27,140388,9.87,하나밖에 안 보여!,644886,bbang_kong,15
3369,2015.03.08,2015.07.27,171077,9.87,하나밖에 안 보여!,644886,bbang_kong,17
3116,2015.04.06,2015.07.27,157833,9.88,하나밖에 안 보여!,644886,bbang_kong,18
2777,2015.05.01,2015.07.27,126570,9.87,하나밖에 안 보여!,644886,bbang_kong,19
3070,2015.05.08,2015.07.27,152045,9.83,하나밖에 안 보여!,644886,bbang_kong,20
